experiment,layer,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_margin_mean,delta_toward_yes_mean,delta_toward_no_mean,no_to_yes_flips,no_to_yes_flip_rate,yes_to_no_flips,yes_to_no_flip_rate
A_add_direction,25,1.0,real_direction,95,13.41233552631579,-0.40131578947368424,-13.813651315789473,-13.813651315789473,13.813651315789473,0,0.0,62,0.6526315789473685
A_add_direction,25,1.5,random_direction_0,95,13.41233552631579,14.039967105263157,0.6276315789473684,0.6276315789473684,-0.6276315789473684,0,0.0,0,0.0
A_add_direction,25,1.5,random_direction_1,95,13.41233552631579,12.49720394736842,-0.9151315789473684,-0.9151315789473684,0.9151315789473684,0,0.0,0,0.0
A_add_direction,25,1.5,random_direction_2,95,13.41233552631579,13.415625,0.003289473684210526,0.003289473684210526,-0.003289473684210526,0,0.0,0,0.0
A_add_direction,25,1.5,real_direction,95,13.41233552631579,-3.79375,-17.20608552631579,-17.20608552631579,17.20608552631579,0,0.0,95,1.0
A_add_direction,26,0.25,random_direction_0,95,13.41233552631579,13.455592105263158,0.043256578947368424,0.043256578947368424,-0.043256578947368424,0,0.0,0,0.0
A_add_direction,26,0.25,random_direction_1,95,13.41233552631579,13.465625,0.053289473684210525,0.053289473684210525,-0.053289473684210525,0,0.0,0,0.0
A_add_direction,26,0.25,random_direction_2,95,13.41233552631579,13.194407894736843,-0.21792763157894737,-0.21792763157894737,0.21792763157894737,0,0.0,0,0.0
A_add_direction,26,0.25,real_direction,95,13.41233552631579,9.170723684210527,-4.2416118421052635,-4.2416118421052635,4.2416118421052635,0,0.0,0,0.0
A_add_direction,26,0.5,random_direction_0,95,13.41233552631579,13.355756578947368,-0.056578947368421055,-0.056578947368421055,0.056578947368421055,0,0.0,0,0.0
A_add_direction,26,0.5,random_direction_1,95,13.41233552631579,13.322532894736842,-0.08980263157894737,-0.08980263157894737,0.08980263157894737,0,0.0,0,0.0
A_add_direction,26,0.5,random_direction_2,95,13.41233552631579,12.798190789473685,-0.6141447368421052,-0.6141447368421052,0.6141447368421052,0,0.0,0,0.0
A_add_direction,26,0.5,real_direction,95,13.41233552631579,5.30328947368421,-8.109046052631578,-8.109046052631578,8.109046052631578,0,0.0,4,0.042105263157894736
A_add_direction,26,1.0,random_direction_0,95,13.41233552631579,12.808717105263158,-0.6036184210526315,-0.6036184210526315,0.6036184210526315,0,0.0,0,0.0
A_add_direction,26,1.0,random_direction_1,95,13.41233552631579,12.527138157894736,-0.8851973684210527,-0.8851973684210527,0.8851973684210527,0,0.0,0,0.0
