contrast,site,layer,n,mean_direction_cosine,median_direction_cosine,std_direction_cosine,mean_base_direction_norm,mean_ci_direction_norm,mean_direction_norm_ratio
AC_C_minus_A,recipient_last,23,87,-0.0008101273199607586,0.0,0.019372906678997832,0.031245943458600975,0.032616413187706604,0.10796427409275924
AC_C_minus_A,recipient_last,24,87,-0.010510722410747375,0.0,0.058893460530382094,0.04133340305295484,0.04135605281796949,0.10427057551118739
AC_C_minus_A,recipient_last,25,87,-0.008966430764773796,0.0,0.05883188881198061,0.04966387529482787,0.05157666918875157,0.10780135325540564
AC_C_minus_A,recipient_last,26,87,-0.020086880644847607,0.0,0.08214185030676927,0.0768599359468482,0.06985933890287903,0.09703107047304663
AC_C_minus_A,recipient_last,27,87,-0.028576489452315473,0.0,0.11295508523413071,0.09234944705305428,0.08012041346780185,0.09511559308304332
AD_D_minus_A,final,0,190,0.9994135517823068,0.9995166063308716,0.0003424445215919559,0.2626915044690433,0.26156648695468904,0.9957311171833597
AD_D_minus_A,final,1,190,0.9943044078977484,0.9946039617061615,0.0017883715372644944,0.3549136854316059,0.3569664850831032,1.0056074300367421
AD_D_minus_A,final,2,190,0.9935232099733855,0.9936420917510986,0.0016784157339498852,0.49952218626674855,0.49621225720957707,0.9930117001898731
AD_D_minus_A,final,3,190,0.9894585452581707,0.989640086889267,0.0024666086449065556,0.5872487609323702,0.592370795105633,1.007939454621687
AD_D_minus_A,final,4,190,0.9832799716999656,0.984249472618103,0.00453843733457785,0.7360225610042873,0.7453025766109166,1.0120935888483131
AD_D_minus_A,final,5,190,0.980364811106732,0.9808272421360016,0.004550458894404898,0.8321936146209115,0.8493576310182872,1.0203419424094662
AD_D_minus_A,final,6,190,0.981274425042303,0.9820688962936401,0.003986043481247975,0.9136757166762101,0.9248538588222704,1.0121817402736437
AD_D_minus_A,final,7,190,0.9848357304146416,0.9852780997753143,0.002488789019400599,1.093423898282804,1.1232296093514091,1.0272827306240508
AD_D_minus_A,final,8,190,0.9826580229558443,0.9828214347362518,0.0025840148316153334,1.3701258006848787,1.4008352270251827,1.0224037711827267
AD_D_minus_A,final,9,190,0.9796680073989065,0.9795922338962555,0.0034920328017452856,1.3872345745563508,1.4288787066936492,1.029904846805259
AD_D_minus_A,final,10,190,0.9717738901313983,0.9719944596290588,0.004385418557801924,1.5836849689483643,1.6362219804211666,1.032704167072011
AD_D_minus_A,final,11,190,0.9649302319476479,0.9662618339061737,0.00602184174570928,1.7021657222195676,1.7958853269878188,1.0549463531774612
AD_D_minus_A,final,12,190,0.9601052287377809,0.9622553288936615,0.00941644021350048,1.84099207740081,1.8842459540618093,1.0225901599521348
AD_D_minus_A,final,13,190,0.9605609256970254,0.9636271595954895,0.01096871688227586,2.1372227913454958,2.188366995359722,1.0234928723791223
AD_D_minus_A,final,14,190,0.9648300318341506,0.9676238000392914,0.00911720887735307,2.594852859095523,2.657374147992385,1.0239904415078693
AD_D_minus_A,final,15,190,0.9660876725849352,0.9688405096530914,0.008365231703262858,2.837459071058976,2.8524665506262528,1.0051977217699475
AD_D_minus_A,final,16,190,0.9696541585420307,0.9714463949203491,0.007236593753304957,3.2809623153586136,3.2216673173402484,0.9821144353954305
AD_D_minus_A,final,17,190,0.9691139425102033,0.9706050753593445,0.0073948113089603576,4.70223822593689,4.333869575199328,0.924450514230793
AD_D_minus_A,final,18,190,0.9726471875843249,0.9781550168991089,0.018913515145490126,17.270310637825414,17.340233551828486,1.0035252507374377
AD_D_minus_A,final,19,190,0.976714268169905,0.980872631072998,0.01724411451171113,26.730134361668636,27.655399869617664,1.035913111922855
AD_D_minus_A,final,20,190,0.9773486118567617,0.9811059534549713,0.016420191731786726,38.70153324729518,39.843727357763996,1.0317270002980163
AD_D_minus_A,final,21,190,0.9781227845894663,0.9828770160675049,0.018015937229417654,48.47247088080958,49.87189312985069,1.0313357681091317
